13/10/2022 11:00:05.362787
Waveform Generator Sample Rate,1000Hz
Keithley Sample Rate,1000Hz
Search Coil Sample Rate,1000Hz
0.025,0.043,0.039
0.026,0.027,0.034
0.028,0.006,0.023
0.029,-0.013,0.010
0.030,-0.031,-0.004
0.031,-0.045,-0.018
0.031,-0.059,-0.032
0.029,-0.068,-0.044
0.029,-0.069,-0.053
0.027,-0.062,-0.057
0.026,-0.051,-0.056
0.024,-0.035,-0.051
0.022,-0.015,-0.040
0.021,0.004,-0.028
0.019,0.022,-0.013
0.019,0.038,0.002
0.019,0.051,0.016
0.020,0.060,0.029
0.020,0.063,0.039
0.022,0.059,0.045
0.024,0.046,0.045
0.025,0.029,0.041
0.027,0.008,0.032
0.029,-0.011,0.021
0.030,-0.029,0.008
0.030,-0.045,-0.006
0.030,-0.059,-0.019
0.029,-0.068,-0.032
0.029,-0.069,-0.041
0.027,-0.062,-0.045
0.025,-0.052,-0.045
0.024,-0.036,-0.041
0.022,-0.016,-0.031
0.021,0.003,-0.020
0.019,0.021,-0.007
0.019,0.037,0.006
0.019,0.050,0.020
0.020,0.059,0.031
0.021,0.062,0.039
0.022,0.058,0.043
0.024,0.044,0.042
0.025,0.028,0.037
0.028,0.007,0.026
0.029,-0.012,0.013
0.030,-0.029,-0.001
0.030,-0.045,-0.015
0.029,-0.058,-0.029
0.029,-0.066,-0.041
0.028,-0.066,-0.049
0.026,-0.059,-0.052
0.024,-0.047,-0.051
0.023,-0.031,-0.045
0.020,-0.010,-0.034
0.019,0.009,-0.021
0.018,0.027,-0.007
0.017,0.043,0.008
0.017,0.056,0.023
0.018,0.065,0.035
0.019,0.068,0.045
0.021,0.063,0.051
0.022,0.050,0.051
0.024,0.033,0.046
0.026,0.012,0.035
0.027,-0.007,0.024
0.028,-0.025,0.010
0.028,-0.040,-0.003
0.028,-0.054,-0.018
0.027,-0.062,-0.030
0.026,-0.063,-0.038
0.025,-0.056,-0.042
0.023,-0.044,-0.042
0.022,-0.028,-0.037
0.019,-0.007,-0.028
0.018,0.012,-0.016
0.017,0.030,-0.002
0.017,0.045,0.011
0.017,0.058,0.024
0.017,0.066,0.036
0.018,0.069,0.045
0.020,0.064,0.049
0.022,0.050,0.048
0.023,0.034,0.043
0.026,0.012,0.033
0.027,-0.006,0.020
0.027,-0.024,0.007
0.027,-0.039,-0.007
0.027,-0.053,-0.021
0.027,-0.061,-0.032
0.026,-0.061,-0.040
0.024,-0.054,-0.044
0.023,-0.042,-0.042
0.021,-0.026,-0.037
0.019,-0.005,-0.026
0.018,0.014,-0.014
0.016,0.031,0.000
0.015,0.049,0.016
0.014,0.064,0.031
0.014,0.074,0.044
0.015,0.079,0.054
0.017,0.074,0.060
0.018,0.060,0.060
0.020,0.045,0.055
0.022,0.023,0.046
0.023,0.004,0.033
0.025,-0.014,0.019
0.025,-0.029,0.005
0.025,-0.044,-0.010
0.025,-0.052,-0.022
0.024,-0.053,-0.031
0.022,-0.047,-0.035
0.021,-0.035,-0.035
0.020,-0.020,-0.030
0.018,-0.000,-0.021
0.017,0.017,-0.010
0.016,0.034,0.003
0.016,0.048,0.016
0.016,0.060,0.029
0.017,0.067,0.040
0.018,0.070,0.048
0.020,0.063,0.052
0.022,0.049,0.050
0.024,0.032,0.045
0.026,0.010,0.034
0.027,-0.008,0.022
0.028,-0.026,0.008
0.028,-0.041,-0.006
0.028,-0.055,-0.020
0.027,-0.063,-0.032
0.026,-0.063,-0.041
0.025,-0.056,-0.044
0.024,-0.044,-0.043
0.022,-0.029,-0.039
0.020,-0.008,-0.029
0.019,0.010,-0.017
0.018,0.027,-0.004
0.018,0.041,0.010
0.018,0.053,0.022
0.019,0.061,0.034
0.020,0.063,0.042
0.022,0.056,0.046
0.023,0.043,0.044
0.025,0.026,0.038
0.027,0.004,0.027
0.028,-0.014,0.015
0.029,-0.030,0.001
0.029,-0.046,-0.013
0.029,-0.060,-0.027
0.028,-0.067,-0.038
0.028,-0.067,-0.047
0.026,-0.060,-0.050
0.025,-0.048,-0.049
0.023,-0.032,-0.043
0.022,-0.012,-0.033
0.020,0.006,-0.021
0.020,0.023,-0.008
0.020,0.038,0.006
0.020,0.050,0.019
0.020,0.058,0.030
0.021,0.060,0.039
0.023,0.053,0.042
0.024,0.039,0.041
0.026,0.023,0.035
0.028,0.001,0.025
0.029,-0.016,0.013
0.030,-0.034,-0.002
0.030,-0.049,-0.015
0.029,-0.063,-0.030
0.029,-0.069,-0.041
0.028,-0.069,-0.049
0.027,-0.061,-0.052
0.025,-0.049,-0.051
0.024,-0.034,-0.046
0.022,-0.013,-0.036
0.021,0.005,-0.024
0.020,0.022,-0.010
0.020,0.037,0.003
0.020,0.049,0.017
0.020,0.056,0.028
0.022,0.059,0.037
0.023,0.052,0.040
0.024,0.038,0.039
0.026,0.021,0.034
0.028,-0.000,0.023
0.029,-0.018,0.011
0.030,-0.035,-0.003
0.030,-0.050,-0.016
0.029,-0.064,-0.030
0.029,-0.069,-0.041
0.027,-0.068,-0.049
0.026,-0.060,-0.052
0.025,-0.048,-0.050
0.023,-0.032,-0.044
0.021,-0.011,-0.033
0.020,0.007,-0.021
0.020,0.024,-0.008
0.019,0.039,0.006
0.019,0.051,0.019
0.020,0.058,0.030
0.021,0.061,0.039
0.022,0.053,0.042
0.024,0.039,0.041
0.025,0.023,0.035
0.027,0.001,0.024
0.028,-0.016,0.012
0.029,-0.034,-0.002
0.029,-0.048,-0.015
0.029,-0.061,-0.029
0.028,-0.067,-0.040
0.027,-0.066,-0.047
0.025,-0.058,-0.050
0.024,-0.046,-0.048
0.022,-0.029,-0.042
0.020,-0.008,-0.031
0.019,0.010,-0.019
0.018,0.027,-0.005
0.018,0.042,0.009
0.018,0.053,0.022
0.019,0.061,0.033
0.020,0.064,0.042
0.022,0.056,0.045
0.023,0.041,0.044
0.025,0.025,0.037
0.026,0.003,0.027
0.027,-0.015,0.014
0.028,-0.032,0.001
0.028,-0.046,-0.013
0.028,-0.060,-0.027
0.027,-0.065,-0.038
0.026,-0.064,-0.045
0.024,-0.056,-0.048
0.023,-0.043,-0.047
0.021,-0.027,-0.041
0.020,-0.006,-0.030
0.019,0.012,-0.017
0.018,0.029,-0.003
0.018,0.043,0.011
0.018,0.055,0.024
0.019,0.062,0.035
0.020,0.064,0.043
0.021,0.056,0.046
0.023,0.042,0.044
0.024,0.025,0.038
0.026,0.004,0.027
0.027,-0.014,0.015
0.028,-0.031,0.001
0.028,-0.045,-0.012
0.028,-0.058,-0.026
0.027,-0.064,-0.036
0.026,-0.063,-0.043
0.024,-0.055,-0.046
0.023,-0.042,-0.044
0.022,-0.026,-0.039
0.020,-0.005,-0.028
0.018,0.012,-0.016
0.018,0.030,-0.002
0.018,0.044,0.011
0.018,0.055,0.024
0.018,0.062,0.035
0.020,0.064,0.043
0.021,0.056,0.046
0.023,0.042,0.044
0.024,0.025,0.038
0.026,0.003,0.027
0.027,-0.014,0.014
0.028,-0.031,0.001
0.028,-0.045,-0.013
0.027,-0.059,-0.026
0.026,-0.064,-0.037
0.026,-0.061,-0.044
0.024,-0.053,-0.046
0.022,-0.040,-0.044
0.020,-0.023,-0.037
0.019,-0.002,-0.026
0.018,0.015,-0.014
0.017,0.033,0.000
0.017,0.047,0.014
0.016,0.059,0.027
0.017,0.067,0.039
0.018,0.069,0.047
0.020,0.060,0.050
0.021,0.046,0.049
0.022,0.029,0.042
0.024,0.009,0.032
0.025,-0.008,0.020
0.025,-0.024,0.007
0.025,-0.038,-0.007
0.025,-0.051,-0.019
0.023,-0.054,-0.029
0.022,-0.051,-0.036
0.020,-0.042,-0.037
0.019,-0.030,-0.035
0.017,-0.014,-0.028
0.015,0.008,-0.017
0.014,0.026,-0.004
0.013,0.044,0.010
0.013,0.058,0.024
0.013,0.070,0.040
0.013,0.078,0.051
0.014,0.080,0.059
0.016,0.072,0.062
0.017,0.058,0.060
0.019,0.040,0.053
0.021,0.018,0.043
0.022,0.000,0.030
0.023,-0.017,0.016
0.023,-0.033,0.002
0.024,-0.046,-0.013
0.023,-0.052,-0.024
0.022,-0.051,-0.031
0.021,-0.043,-0.034
0.020,-0.031,-0.033
0.018,-0.015,-0.027
0.016,0.007,-0.016
0.015,0.023,-0.004
0.014,0.041,0.009
0.014,0.055,0.023
0.014,0.066,0.036
0.015,0.073,0.046
0.016,0.075,0.055
0.018,0.065,0.057
0.019,0.050,0.055
0.022,0.033,0.047
0.023,0.011,0.036
0.024,-0.007,0.023
0.025,-0.024,0.009
0.025,-0.038,-0.005
0.025,-0.051,-0.019
0.024,-0.056,-0.029
0.023,-0.054,-0.036
0.021,-0.046,-0.039
0.020,-0.033,-0.036
0.018,-0.016,-0.030
0.017,0.005,-0.019
0.016,0.022,-0.006
0.015,0.039,0.007
0.015,0.053,0.021
0.015,0.064,0.033
0.016,0.071,0.044
0.017,0.072,0.052
0.019,0.062,0.054
0.020,0.048,0.052
0.022,0.030,0.045
0.023,0.008,0.034
0.024,-0.009,0.021
0.025,-0.025,0.007
0.025,-0.039,-0.007
0.025,-0.052,-0.020
0.024,-0.056,-0.030
0.022,-0.053,-0.036
0.021,-0.045,-0.038
0.020,-0.032,-0.036
0.018,-0.014,-0.029
0.016,0.007,-0.018
0.015,0.024,-0.005
0.014,0.041,0.008
0.014,0.055,0.023
0.014,0.066,0.035
0.015,0.073,0.046
0.016,0.074,0.054
0.018,0.064,0.056
0.019,0.049,0.053
0.022,0.030,0.046
0.023,0.009,0.035
0.024,-0.008,0.022
0.025,-0.025,0.008
0.025,-0.039,-0.006
0.024,-0.052,-0.020
0.024,-0.056,-0.030
0.022,-0.054,-0.037
0.021,-0.045,-0.039
0.020,-0.032,-0.036
0.018,-0.014,-0.029
0.016,0.007,-0.018
0.015,0.023,-0.006
0.014,0.041,0.008
0.014,0.054,0.022
0.015,0.065,0.034
0.015,0.071,0.045
0.017,0.072,0.052
0.018,0.061,0.055
0.020,0.047,0.052
0.021,0.028,0.044
0.023,0.007,0.033
0.024,-0.010,0.020
0.025,-0.027,0.006
0.025,-0.041,-0.008
0.025,-0.053,-0.021
0.024,-0.056,-0.031
0.023,-0.054,-0.037
0.021,-0.045,-0.039
0.020,-0.032,-0.037
0.018,-0.014,-0.029
0.016,0.006,-0.018
0.015,0.023,-0.006
0.015,0.040,0.008
0.015,0.054,0.022
0.015,0.064,0.034
0.016,0.070,0.044
0.017,0.071,0.052
0.019,0.060,0.053
0.020,0.045,0.051
0.022,0.026,0.043
0.024,0.005,0.031
0.025,-0.012,0.018
0.025,-0.029,0.004
0.025,-0.042,-0.010
0.025,-0.055,-0.023
0.024,-0.059,-0.033
0.023,-0.056,-0.040
0.022,-0.047,-0.041
0.020,-0.034,-0.039
0.019,-0.016,-0.031
0.017,0.004,-0.020
0.016,0.022,-0.008
0.015,0.039,0.006
0.015,0.052,0.020
0.016,0.063,0.032
0.016,0.069,0.043
0.017,0.069,0.050
0.019,0.058,0.052
0.020,0.044,0.049
0.022,0.026,0.041
0.023,0.006,0.031
0.024,-0.010,0.018
0.024,-0.027,0.005
0.024,-0.040,-0.009
0.023,-0.052,-0.021
0.023,-0.055,-0.031
0.021,-0.051,-0.036
0.020,-0.042,-0.037
0.018,-0.028,-0.034
0.017,-0.010,-0.027
0.015,0.010,-0.015
0.014,0.027,-0.002
0.015,0.042,0.011
0.014,0.055,0.024
0.015,0.065,0.036
0.015,0.070,0.046
0.017,0.071,0.053
0.019,0.060,0.054
0.020,0.045,0.051
0.022,0.026,0.043
0.024,0.005,0.032
0.025,-0.012,0.018
0.025,-0.029,0.004
0.025,-0.043,-0.010
