"TOA5","CS110","CR1000","93710","CR1000.Std.32.04","CPU:CS110_1675_5Hz.cr1","30083","Tab"
"TIMESTAMP","RECORD","E_field","status","leakage_cur","panel_temp","battery_volt","internal_RH"
"TS","RN","volts/m","","nA","DegC","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-25 10:25:02",250,0.1518719,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:02.2",251,0.1518719,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:02.4",252,-0.1521932,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:02.6",253,0.1518719,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:02.8",254,0.1518719,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:03",255,-0.1521932,1,0.011,21.48,11.98,39.35
"2023-05-25 10:25:03.2",256,0.1518719,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:03.4",257,-0.1521932,1,0.011,21.48,11.99,39.35
"2023-05-25 10:25:03.6",258,0.1518719,1,0.011,21.48,11.99,39.35
"2023-05-25 10:25:03.8",259,0.1518719,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:04",260,0.455937,1,0.011,21.48,11.99,39.35
"2023-05-25 10:25:04.2",261,0.1518804,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:04.4",262,-0.456238,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:04.6",263,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:04.8",264,0.1518804,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:05",265,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:05.2",266,-0.1521804,1,0.011,21.48,11.99,39.35
"2023-05-25 10:25:05.4",267,0.1518804,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:05.6",268,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:05.8",269,0.1518804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:06",270,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:06.2",271,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:06.4",272,0.1518804,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:06.6",273,0.1518804,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:06.8",274,0.4559391,1,0.011,21.51,11.99,39.32
"2023-05-25 10:25:07",275,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:07.2",276,0.1518804,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:07.4",277,0.4559391,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:07.6",278,0.1518804,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:07.8",279,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:08",280,0.1518804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:08.2",281,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:08.4",282,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:08.6",283,0.1518804,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:08.8",284,0.1518804,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:09",285,0.4559391,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:09.2",286,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:09.4",287,0.1518804,1,0.01,21.48,11.99,39.35
"2023-05-25 10:25:09.6",288,-0.1521804,1,0.011,21.51,11.99,39.32
"2023-05-25 10:25:09.8",289,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:10",290,0.4559391,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:10.2",291,-0.456238,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:10.4",292,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:10.6",293,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:10.8",294,-0.1521793,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:11",295,0.1518804,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:11.2",296,-0.1521804,1,0.011,21.51,11.99,39.32
"2023-05-25 10:25:11.4",297,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:11.6",298,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:11.8",299,-0.1521804,1,0.011,21.51,11.99,39.32
"2023-05-25 10:25:12",300,0.1518804,1,0.01,21.48,11.99,39.32
"2023-05-25 10:25:12.2",301,-0.456238,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:12.4",302,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:12.6",303,0.1518804,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:12.8",304,-0.1521804,1,0.011,21.51,11.99,39.32
"2023-05-25 10:25:13",305,0.4559391,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:13.2",306,0.1518804,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:13.4",307,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:13.6",308,0.1518804,1,0.011,21.51,11.99,39.32
"2023-05-25 10:25:13.8",309,0.1518804,1,0.01,21.51,11.99,39.32
"2023-05-25 10:25:14",310,-0.1521804,1,0.011,21.48,11.99,39.32
"2023-05-25 10:25:14.2",311,0.1518804,1,0.01,21.51,11.99,39.32
