"TOA5","CS110","CR1000","93710","CR1000.Std.32.04","CPU:CS110_1675_5Hz.cr1","47528","Tab"
"TIMESTAMP","RECORD","E_field","status","leakage_cur","panel_temp","battery_volt","internal_RH"
"TS","RN","volts/m","","nA","DegC","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-06-26 15:09:28.8",111,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:29",112,0.3,1,0.01,21.45,11.99,40.74
"2023-06-26 15:09:29.2",113,-0.004112184,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:29.4",114,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:29.6",115,0.3000022,1,0.012,21.45,11.98,40.74
"2023-06-26 15:09:29.8",116,0.3,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:30",117,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:30.2",118,-0.004112184,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:30.4",119,-0.004113227,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:30.6",120,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:30.8",121,0.6041122,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:31",122,0.3,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:31.2",123,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:31.4",124,0.3000022,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:31.6",125,0.3,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:31.8",126,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:32",127,-0.004112184,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:32.2",128,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:32.4",129,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:32.6",130,0.3000022,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:32.8",131,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:33",132,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:33.2",133,-0.004112184,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:33.4",134,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:33.6",135,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:33.8",136,0.3000022,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:34",137,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:34.2",138,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:34.4",139,-0.004112184,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:34.6",140,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:34.8",141,0.9082265,1,0.012,21.45,11.98,40.74
"2023-06-26 15:09:35",142,0.3,1,0.011,21.45,11.99,40.74
"2023-06-26 15:09:35.2",143,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:35.4",144,-0.004112184,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:35.6",145,0.3,1,0.011,21.45,11.99,40.74
"2023-06-26 15:09:35.8",146,-0.0041143,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:36",147,-0.004112184,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:36.2",148,-0.3082265,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:36.4",149,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:36.6",150,0.3000022,1,0.011,21.45,11.98,40.74
"2023-06-26 15:09:36.8",151,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:37",152,0.3000022,1,0.012,21.45,11.98,40.74
"2023-06-26 15:09:37.2",153,-0.0041143,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:37.4",154,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:37.6",155,0.6041143,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:37.8",156,-0.004113227,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:38",157,-0.004113227,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:38.2",158,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:38.4",159,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:38.6",160,-0.004113227,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:38.8",161,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:39",162,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:39.2",163,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:39.4",164,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:39.6",165,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:39.8",166,0.3,1,0.01,21.45,11.98,40.74
"2023-06-26 15:09:40",167,-0.3082265,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:40.2",168,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:40.4",169,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:40.6",170,0.6041132,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:40.8",171,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:41",172,-0.004113227,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:41.2",173,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:41.4",174,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:41.6",175,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:41.8",176,-0.004113227,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:42",177,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:42.2",178,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:42.4",179,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:42.6",180,-0.004112184,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:42.8",181,-0.004113227,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:43",182,-0.004113227,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:43.2",183,0.3000022,1,0.011,21.48,11.99,40.74
"2023-06-26 15:09:43.4",184,0.3,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:43.6",185,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:43.8",186,0.3000022,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:44",187,-0.0041143,1,0.011,21.48,11.98,40.74
"2023-06-26 15:09:44.2",188,0.3,1,0.01,21.48,11.98,40.74
"2023-06-26 15:09:44.4",189,0.3000022,1,0.011,21.48,11.98,40.74
