17/11/2022 13:27:24.759779
Waveform Generator Sample Rate,1000Hz
Keithley Sample Rate,1000Hz
Search Coil Sample Rate,1000Hz
Waveform Generator,Keithley,Search Coil
-0.123,-0.021,0.536
0.111,0.017,1.087
0.454,0.071,1.098
0.682,0.101,1.442
0.947,0.135,0.483
0.784,0.099,0.066
0.527,0.052,-0.376
0.210,0.005,-0.119
0.095,-0.007,0.169
0.120,0.004,0.018
0.085,-0.002,-0.552
-0.137,-0.039,-1.058
-0.460,-0.089,-1.058
-0.669,-0.116,-1.441
-0.935,-0.150,-0.499
-0.779,-0.117,-0.174
-0.562,-0.078,0.192
-0.294,-0.039,-0.051
-0.205,-0.030,-0.239
-0.213,-0.036,-0.097
-0.170,-0.028,0.488
0.063,0.010,1.056
0.413,0.065,1.055
0.641,0.095,1.424
0.914,0.130,0.483
0.763,0.097,0.163
0.551,0.057,-0.278
0.260,0.014,-0.048
0.151,0.002,0.189
0.164,0.010,0.025
0.115,0.001,-0.562
-0.121,-0.037,-1.061
-0.448,-0.088,-1.095
-0.675,-0.118,-1.504
-0.962,-0.155,-0.528
-0.807,-0.121,-0.166
-0.578,-0.080,0.224
-0.293,-0.038,-0.016
-0.192,-0.027,-0.181
-0.185,-0.032,-0.003
-0.119,-0.020,0.557
0.121,0.018,1.052
0.449,0.069,1.059
0.665,0.098,1.406
0.924,0.131,0.439
0.755,0.095,0.093
0.521,0.052,-0.329
0.223,0.008,-0.079
0.117,-0.003,0.170
0.135,0.006,0.024
0.096,-0.001,-0.556
-0.132,-0.038,-1.064
-0.457,-0.089,-1.128
-0.692,-0.120,-1.503
-0.972,-0.156,-0.541
-0.819,-0.123,-0.217
-0.603,-0.083,0.206
-0.316,-0.041,-0.031
-0.213,-0.030,-0.191
-0.201,-0.034,-0.002
-0.129,-0.021,0.588
0.125,0.020,1.063
0.454,0.070,1.082
0.676,0.100,1.428
0.939,0.133,0.469
0.774,0.097,0.130
0.546,0.056,-0.332
0.238,0.010,-0.087
0.123,-0.002,0.150
0.133,0.005,0.014
0.091,-0.002,-0.568
-0.140,-0.039,-1.037
-0.453,-0.088,-1.049
-0.661,-0.115,-1.392
-0.912,-0.146,-0.348
-0.712,-0.106,-0.018
-0.464,-0.062,0.356
-0.175,-0.020,0.061
-0.088,-0.013,-0.147
-0.105,-0.021,-0.024
-0.074,-0.015,0.519
0.135,0.019,0.956
0.424,0.064,0.963
0.616,0.089,1.305
0.856,0.120,0.292
0.659,0.079,0.006
0.429,0.039,-0.411
0.134,-0.005,-0.124
0.044,-0.013,0.139
0.078,-0.001,0.022
0.058,-0.006,-0.571
-0.162,-0.042,-0.998
-0.453,-0.087,-1.058
-0.664,-0.115,-1.437
-0.931,-0.150,-0.454
-0.761,-0.114,-0.162
-0.546,-0.075,0.243
-0.267,-0.034,-0.059
-0.191,-0.028,-0.231
-0.202,-0.035,-0.081
-0.156,-0.026,0.557
0.096,0.015,1.018
0.420,0.065,1.064
0.648,0.096,1.440
0.924,0.132,0.417
0.746,0.093,0.103
0.519,0.052,-0.350
0.214,0.007,-0.068
0.115,-0.003,0.140
0.123,0.004,-0.044
0.065,-0.006,-0.650
-0.184,-0.047,-1.090
-0.500,-0.095,-1.115
-0.715,-0.123,-1.490
-0.982,-0.157,-0.431
-0.786,-0.117,-0.152
-0.559,-0.077,0.255
-0.271,-0.035,-0.039
-0.186,-0.026,-0.133
-0.164,-0.028,0.026
-0.095,-0.016,0.633
0.163,0.025,1.066
0.480,0.073,1.023
0.673,0.098,1.370
0.916,0.129,0.341
0.714,0.087,0.070
0.487,0.047,-0.352
0.192,0.004,-0.012
0.120,-0.001,0.198
0.148,0.009,0.058
0.116,0.002,-0.584
-0.128,-0.038,-1.023
-0.440,-0.086,-1.096
-0.669,-0.117,-1.481
-0.949,-0.153,-0.443
-0.769,-0.115,-0.169
-0.554,-0.077,0.248
-0.270,-0.035,-0.041
-0.187,-0.027,-0.150
-0.171,-0.029,-0.002
-0.108,-0.019,0.629
0.152,0.023,1.034
0.462,0.071,1.081
0.681,0.100,1.430
0.942,0.134,0.407
0.754,0.094,0.163
0.546,0.056,-0.279
0.256,0.013,0.017
0.172,0.006,0.184
0.176,0.012,0.036
0.126,0.003,-0.623
-0.136,-0.040,-1.023
-0.446,-0.087,-1.098
-0.673,-0.117,-1.450
-0.941,-0.151,-0.393
-0.746,-0.111,-0.140
-0.529,-0.072,0.284
-0.241,-0.030,-0.028
-0.163,-0.023,-0.176
-0.164,-0.029,-0.025
-0.112,-0.020,0.653
0.159,0.025,1.063
0.477,0.074,1.111
0.701,0.103,1.451
0.962,0.137,0.377
0.757,0.094,0.108
0.528,0.053,-0.341
0.223,0.008,0.011
0.148,0.002,0.185
0.161,0.010,0.045
0.120,0.002,-0.615
-0.137,-0.040,-1.012
-0.441,-0.086,-1.059
-0.657,-0.114,-1.392
-0.909,-0.146,-0.305
-0.696,-0.103,-0.080
-0.475,-0.065,0.314
-0.195,-0.024,-0.017
-0.129,-0.019,-0.113
-0.121,-0.023,0.020
-0.069,-0.013,0.637
0.180,0.027,0.972
0.460,0.069,0.983
0.645,0.093,1.290
0.869,0.121,0.213
0.640,0.075,-0.059
0.393,0.033,-0.480
0.088,-0.012,-0.109
0.018,-0.016,0.099
0.047,-0.005,0.011
0.035,-0.008,-0.609
-0.189,-0.045,-0.922
-0.443,-0.084,-0.977
-0.630,-0.109,-1.357
-0.880,-0.141,-0.316
-0.680,-0.101,-0.084
-0.467,-0.064,0.311
-0.192,-0.024,-0.046
-0.137,-0.021,-0.181
-0.150,-0.028,-0.065
-0.117,-0.021,0.626
0.146,0.022,1.020
0.453,0.069,1.079
0.675,0.099,1.421
0.934,0.133,0.348
0.729,0.090,0.129
0.518,0.052,-0.318
0.224,0.009,0.068
0.169,0.006,0.210
0.183,0.014,0.073
0.144,0.006,-0.628
-0.126,-0.038,-1.012
-0.435,-0.085,-1.116
-0.673,-0.117,-1.482
-0.952,-0.154,-0.405
-0.758,-0.113,-0.193
-0.555,-0.077,0.237
-0.274,-0.036,-0.121
-0.217,-0.032,-0.211
-0.212,-0.036,-0.063
-0.156,-0.025,0.707
0.149,0.024,1.091
0.480,0.075,1.143
0.714,0.105,1.456
0.973,0.138,0.352
0.756,0.093,0.101
0.525,0.052,-0.355
0.216,0.007,0.034
0.151,0.003,0.164
0.156,0.009,0.020
0.108,0.000,-0.680
-0.167,-0.044,-1.002
-0.459,-0.088,-1.058
-0.668,-0.115,-1.388
-0.915,-0.147,-0.307
-0.699,-0.103,-0.092
-0.482,-0.066,0.307
-0.203,-0.025,-0.059
-0.149,-0.022,-0.172
-0.154,-0.028,-0.060
-0.118,-0.021,0.674
0.161,0.025,1.031
0.468,0.072,1.120
0.699,0.102,1.438
0.956,0.136,0.337
0.740,0.091,0.122
0.522,0.052,-0.346
0.217,0.007,0.066
0.163,0.005,0.189
0.172,0.012,0.043
0.127,0.003,-0.684
-0.156,-0.043,-1.009
-0.453,-0.088,-1.074
-0.670,-0.116,-1.366
-0.908,-0.146,-0.263
-0.680,-0.100,-0.058
-0.458,-0.062,0.328
-0.179,-0.021,-0.021
-0.120,-0.018,-0.143
-0.126,-0.024,-0.055
-0.099,-0.018,0.634
0.160,0.023,0.922
0.428,0.064,0.971
0.620,0.089,1.280
0.849,0.119,0.192
0.619,0.073,0.006
0.404,0.035,-0.409
0.118,-0.006,-0.013
0.072,-0.007,0.145
0.098,0.002,0.043
0.079,-0.003,-0.645
-0.173,-0.044,-0.959
-0.449,-0.087,-1.099
-0.676,-0.117,-1.458
-0.945,-0.152,-0.342
-0.731,-0.108,-0.136
-0.518,-0.071,0.301
-0.228,-0.029,-0.074
-0.169,-0.025,-0.111
-0.146,-0.026,0.014
-0.087,-0.015,0.776
0.217,0.034,1.095
0.527,0.080,1.138
0.743,0.108,1.391
0.968,0.137,0.267
0.723,0.087,0.063
0.490,0.047,-0.388
0.183,0.002,0.038
0.131,0.000,0.140
0.134,0.006,0.015
0.092,-0.002,-0.721
-0.192,-0.048,-1.014
-0.478,-0.091,-1.111
-0.699,-0.120,-1.427
-0.947,-0.152,-0.355
-0.738,-0.109,-0.172
-0.535,-0.073,0.235
-0.262,-0.034,-0.103
-0.203,-0.030,-0.167
-0.188,-0.032,-0.068
-0.142,-0.024,0.683
0.149,0.023,0.993
0.447,0.069,1.074
0.669,0.097,1.376
0.915,0.130,0.277
0.692,0.083,0.110
0.486,0.047,-0.347
0.194,0.005,0.086
0.155,0.005,0.169
0.160,0.010,0.050
0.122,0.002,-0.701
-0.165,-0.045,-1.002
-0.458,-0.088,-1.135
-0.694,-0.120,-1.435
-0.949,-0.152,-0.323
-0.728,-0.107,-0.165
-0.526,-0.072,0.237
-0.256,-0.033,-0.148
-0.214,-0.032,-0.141
-0.185,-0.032,-0.013
-0.122,-0.020,0.769
0.192,0.030,1.060
0.498,0.076,1.148
0.728,0.106,1.409
0.965,0.136,0.265
0.718,0.087,0.042
0.480,0.045,-0.398
0.172,0.001,0.046
0.127,0.000,0.125
0.127,0.005,0.010
0.086,-0.003,-0.754
-0.207,-0.050,-1.013
-0.488,-0.093,-1.117
-0.707,-0.120,-1.398
-0.944,-0.151,-0.286
-0.711,-0.104,-0.132
-0.504,-0.069,0.272
-0.229,-0.029,-0.133
-0.191,-0.029,-0.162
-0.178,-0.031,-0.042
-0.127,-0.021,0.744
0.180,0.028,1.021
0.477,0.073,1.120
0.704,0.103,1.379
0.938,0.133,0.245
0.695,0.083,0.072
0.475,0.045,-0.370
0.179,0.002,0.067
0.139,0.002,0.148
0.142,0.007,0.001
0.093,-0.002,-0.780
-0.212,-0.052,-0.985
-0.482,-0.091,-1.040
-0.676,-0.115,-1.241
-0.869,-0.139,-0.090
-0.594,-0.086,0.021
-0.374,-0.049,0.380
-0.107,-0.012,-0.048
-0.083,-0.014,-0.116
-0.092,-0.020,-0.059
-0.078,-0.017,0.624
0.169,0.024,0.793
0.390,0.057,0.882
0.564,0.079,1.130
0.760,0.105,-0.004
0.493,0.053,-0.173
0.258,0.013,-0.592
-0.040,-0.029,-0.125
-0.070,-0.027,-0.024
-0.053,-0.020,-0.089
-0.065,-0.023,-0.749
-0.303,-0.062,-0.939
-0.524,-0.095,-1.081
-0.718,-0.121,-1.360
-0.939,-0.149,-0.255
-0.697,-0.102,-0.078
-0.475,-0.064,0.342
-0.186,-0.023,-0.087
-0.148,-0.023,-0.090
-0.125,-0.023,0.018
-0.071,-0.014,0.819
0.242,0.037,1.070
0.534,0.081,1.160
0.755,0.109,1.369
0.968,0.136,0.237
0.712,0.085,0.051
0.478,0.045,-0.389
0.174,0.001,0.081
0.141,0.003,0.131
0.138,0.007,0.015
0.094,-0.002,-0.765
-0.206,-0.050,-0.967
-0.471,-0.090,-1.106
-0.693,-0.118,-1.365
-0.923,-0.148,-0.226
-0.676,-0.099,-0.083
-0.464,-0.063,0.314
-0.188,-0.023,-0.122
-0.161,-0.025,-0.123
-0.144,-0.026,-0.015
-0.096,-0.017,0.797
0.218,0.034,1.023
0.501,0.076,1.124
0.721,0.105,1.338
0.935,0.132,0.213
0.684,0.081,0.070
0.466,0.044,-0.367
0.174,0.002,0.118
0.153,0.005,0.136
0.149,0.008,0.004
0.098,-0.001,-0.813
-0.220,-0.053,-1.013
-0.497,-0.094,-1.170
-0.732,-0.124,-1.380
-0.954,-0.152,-0.271
-0.713,-0.104,-0.109
-0.496,-0.067,0.308
-0.211,-0.026,-0.121
-0.175,-0.027,-0.111
-0.150,-0.027,0.004
-0.093,-0.016,0.822
0.229,0.036,1.026
0.511,0.078,1.143
0.735,0.107,1.345
0.946,0.133,0.220
0.692,0.082,0.065
0.470,0.044,-0.354
0.181,0.003,0.149
0.169,0.008,0.148
0.161,0.010,0.013
0.109,-0.000,-0.816
-0.214,-0.052,-0.998
-0.487,-0.092,-1.113
-0.705,-0.120,-1.266
-0.897,-0.143,-0.111
-0.620,-0.089,-0.013
-0.402,-0.053,0.347
-0.136,-0.016,-0.128
-0.129,-0.021,-0.108
-0.120,-0.023,-0.022
-0.082,-0.016,0.767
0.217,0.033,0.956
0.479,0.072,1.084
0.695,0.101,1.259
0.891,0.125,0.088
0.610,0.069,-0.063
0.372,0.029,-0.479
0.074,-0.013,0.004
0.049,-0.011,0.002
0.033,-0.009,-0.099
-0.014,-0.017,-0.859
-0.308,-0.065,-1.001
-0.550,-0.100,-1.151
-0.759,-0.127,-1.337
-0.957,-0.151,-0.198
-0.689,-0.099,-0.044
-0.458,-0.061,0.353
-0.171,-0.020,-0.118
-0.149,-0.023,-0.082
-0.123,-0.023,0.025
-0.067,-0.013,0.843
0.253,0.039,1.025
0.525,0.079,1.142
0.743,0.107,1.301
0.937,0.131,0.187
0.674,0.079,0.072
0.461,0.043,-0.337
0.182,0.003,0.171
0.178,0.009,0.151
0.169,0.011,0.025
0.118,0.002,-0.810
-0.206,-0.051,-0.967
-0.472,-0.090,-1.130
-0.702,-0.120,-1.328
-0.917,-0.147,-0.222
-0.671,-0.098,-0.093
-0.463,-0.063,0.293
-0.195,-0.025,-0.180
-0.186,-0.029,-0.097
-0.153,-0.027,0.026
-0.087,-0.015,0.848
0.242,0.038,1.017
0.515,0.078,1.171
0.746,0.108,1.323
0.947,0.133,0.212
0.689,0.082,0.038
0.460,0.042,-0.379
0.166,0.000,0.141
0.156,0.006,0.116
0.142,0.007,0.000
0.092,-0.002,-0.812
-0.223,-0.053,-0.976
-0.486,-0.092,-1.162
-0.722,-0.122,-1.320
-0.927,-0.148,-0.200
-0.670,-0.097,-0.092
-0.462,-0.063,0.305
-0.192,-0.024,-0.156
-0.175,-0.027,-0.059
-0.132,-0.024,0.063
-0.061,-0.011,0.910
0.282,0.044,1.073
0.560,0.085,1.198
0.786,0.114,1.311
0.967,0.135,0.184
0.693,0.081,0.036
0.460,0.042,-0.379
0.167,0.000,0.103
0.143,0.003,0.056
0.113,0.002,-0.062
0.051,-0.009,-0.872
-0.271,-0.060,-0.966
-0.514,-0.095,-1.117
-0.724,-0.121,-1.215
-0.891,-0.141,-0.081
-0.605,-0.087,0.024
-0.381,-0.050,0.385
-0.110,-0.012,-0.099
-0.102,-0.017,-0.073
-0.090,-0.019,0.012
-0.051,-0.012,0.826
0.257,0.039,0.907
0.487,0.073,1.037
0.682,0.097,1.148
0.843,0.117,0.026
0.558,0.061,-0.093
0.328,0.024,-0.447
0.057,-0.015,0.096
0.070,-0.006,0.089
0.077,-0.001,-0.009
0.047,-0.008,-0.847
-0.263,-0.059,-0.971
-0.510,-0.095,-1.161
-0.737,-0.124,-1.275
-0.921,-0.147,-0.175
-0.657,-0.095,-0.042
-0.437,-0.058,0.334
-0.164,-0.020,-0.161
-0.159,-0.025,-0.086
-0.131,-0.024,0.023
-0.074,-0.014,0.883
0.263,0.041,1.011
0.527,0.080,1.157
0.750,0.108,1.249
0.922,0.129,0.132
0.646,0.075,-0.027
0.408,0.035,-0.418
0.119,-0.006,0.137
0.124,0.001,0.080
0.109,0.002,-0.065
0.048,-0.009,-0.909
-0.286,-0.063,-1.039
-0.549,-0.101,-1.244
-0.791,-0.133,-1.324
-0.972,-0.154,-0.221
-0.707,-0.102,-0.053
-0.473,-0.063,0.315
-0.194,-0.024,-0.151
-0.175,-0.027,-0.024
-0.120,-0.021,0.090
-0.042,-0.008,0.971
0.314,0.049,1.086
0.586,0.089,1.223
0.810,0.117,1.264
0.967,0.135,0.137
0.677,0.078,-0.049
0.421,0.035,-0.452
0.115,-0.008,0.077
0.101,-0.003,0.017
0.072,-0.003,-0.099
0.012,-0.014,-0.930
-0.316,-0.067,-0.992
-0.552,-0.100,-1.161
-0.763,-0.126,-1.182
-0.905,-0.142,-0.067
-0.609,-0.086,0.046
-0.375,-0.049,0.364
-0.113,-0.013,-0.127
-0.114,-0.019,-0.110
-0.110,-0.022,-0.028
-0.078,-0.016,0.808
0.234,0.035,0.912
0.473,0.071,1.085
0.689,0.098,1.137
0.844,0.117,0.038
0.562,0.062,-0.046
0.346,0.027,-0.424
0.077,-0.012,0.113
0.089,-0.003,0.047
0.075,-0.002,-0.065
0.026,-0.011,-0.855
-0.281,-0.061,-0.940
-0.511,-0.094,-1.169
-0.740,-0.124,-1.221
-0.904,-0.143,-0.166
-0.643,-0.093,-0.000
-0.413,-0.055,0.354
-0.141,-0.016,-0.129
-0.133,-0.022,-0.050
-0.101,-0.020,0.039
-0.049,-0.011,0.893
0.282,0.043,0.995
0.533,0.080,1.182
0.762,0.109,1.211
0.917,0.128,0.121
0.639,0.073,-0.021
0.406,0.035,-0.396
0.125,-0.005,0.156
0.135,0.003,0.062
0.110,0.002,-0.060
0.051,-0.008,-0.915
-0.286,-0.063,-0.995
-0.533,-0.098,-1.222
-0.772,-0.129,-1.252
-0.935,-0.148,-0.205
-0.677,-0.097,-0.060
-0.456,-0.061,0.275
-0.196,-0.025,-0.192
-0.191,-0.030,-0.089
-0.153,-0.027,0.029
-0.086,-0.015,0.903
0.261,0.041,0.999
0.523,0.079,1.201
0.762,0.110,1.201
0.914,0.127,0.132
0.640,0.073,-0.016
0.408,0.035,-0.359
0.139,-0.003,0.171
0.150,0.006,0.044
0.114,0.002,-0.098
0.039,-0.011,-0.960
-0.310,-0.067,-1.072
-0.576,-0.105,-1.319
-0.835,-0.139,-1.284
-0.988,-0.155,-0.170
-0.699,-0.099,-0.018
-0.455,-0.060,0.309
-0.185,-0.023,-0.207
-0.188,-0.030,-0.066
-0.143,-0.025,0.071
-0.064,-0.012,0.971
0.299,0.047,1.032
0.558,0.084,1.212
0.787,0.113,1.154
0.914,0.126,0.084
0.623,0.070,-0.047
0.386,0.031,-0.389
0.114,-0.006,0.164
0.131,0.003,0.059
0.106,0.002,-0.106
0.031,-0.011,-0.950
-0.311,-0.067,-0.997
-0.551,-0.101,-1.251
-0.795,-0.132,-1.220
-0.938,-0.148,-0.190
-0.673,-0.097,-0.046
-0.448,-0.060,0.262
-0.197,-0.025,-0.241
-0.209,-0.033,-0.085
-0.163,-0.028,0.037
-0.089,-0.015,0.901
0.259,0.041,0.975
0.512,0.077,1.199
0.754,0.108,1.184
0.903,0.126,0.154
0.641,0.073,-0.000
0.414,0.036,-0.312
0.160,0.001,0.249
0.190,0.012,0.100
0.160,0.009,-0.063
0.081,-0.005,-0.944
-0.276,-0.062,-1.009
-0.532,-0.099,-1.285
-0.794,-0.133,-1.244
-0.947,-0.149,-0.221
-0.690,-0.099,-0.063
-0.465,-0.063,0.255
-0.210,-0.027,-0.213
-0.207,-0.032,-0.035
-0.144,-0.025,0.117
-0.050,-0.009,0.969
0.309,0.049,1.009
0.557,0.084,1.236
0.795,0.114,1.183
0.929,0.129,0.171
0.663,0.076,-0.011
0.425,0.037,-0.317
0.164,0.001,0.212
0.180,0.010,0.076
0.144,0.007,-0.086
0.063,-0.007,-0.952
-0.290,-0.064,-1.013
-0.543,-0.100,-1.262
-0.792,-0.132,-1.174
-0.921,-0.145,-0.169
-0.656,-0.094,-0.025
-0.430,-0.057,0.252
-0.188,-0.024,-0.235
-0.201,-0.032,-0.089
-0.159,-0.028,0.074
-0.073,-0.013,0.990
0.301,0.048,1.059
0.569,0.087,1.284
0.820,0.119,1.199
0.951,0.132,0.178
0.680,0.078,-0.001
0.440,0.039,-0.347
0.164,-0.000,0.167
0.164,0.007,0.013
0.111,0.001,-0.137
0.024,-0.013,-0.970
-0.321,-0.069,-0.985
-0.553,-0.101,-1.233
-0.789,-0.131,-1.144
-0.908,-0.143,-0.143
-0.639,-0.091,0.028
-0.400,-0.053,0.298
-0.153,-0.019,-0.194
-0.163,-0.027,-0.079
-0.132,-0.024,0.054
-0.063,-0.012,0.940
0.289,0.045,1.018
0.547,0.083,1.267
0.801,0.116,1.169
0.928,0.129,0.175
0.664,0.076,0.014
0.434,0.039,-0.297
0.178,0.003,0.253
0.203,0.014,0.091
0.164,0.010,-0.084
0.077,-0.006,-0.969
-0.288,-0.065,-1.029
-0.547,-0.101,-1.305
-0.810,-0.135,-1.200
-0.942,-0.149,-0.190
-0.676,-0.096,-0.033
-0.446,-0.060,0.240
-0.202,-0.026,-0.230
-0.207,-0.033,-0.018
-0.138,-0.024,0.137
-0.038,-0.007,0.998
0.326,0.051,1.017
0.571,0.086,1.258
0.812,0.116,1.112
0.916,0.126,0.112
0.634,0.071,-0.100
0.375,0.029,-0.332
0.128,-0.004,0.268
0.176,0.011,0.129
0.160,0.010,-0.047
0.086,-0.003,-0.935
-0.270,-0.061,-0.973
-0.516,-0.097,-1.255
-0.773,-0.129,-1.078
-0.876,-0.138,-0.061
-0.588,-0.083,0.070
-0.352,-0.046,0.273
-0.130,-0.016,-0.207
-0.153,-0.026,0.005
-0.095,-0.018,0.163
-0.001,-0.002,0.982
0.344,0.053,0.945
0.556,0.083,1.161
0.769,0.109,0.972
0.839,0.113,-0.024
0.536,0.056,-0.254
0.258,0.012,-0.481
-0.001,-0.023,0.094
0.032,-0.010,0.036
0.035,-0.007,-0.079
-0.005,-0.015,-0.892
-0.314,-0.066,-0.920
-0.525,-0.096,-1.238
-0.773,-0.128,-1.111
-0.887,-0.140,-0.163
-0.631,-0.090,-0.013
-0.410,-0.055,0.216
-0.188,-0.025,-0.271
-0.213,-0.035,-0.040
-0.150,-0.026,0.142
-0.044,-0.008,1.053
0.341,0.054,1.088
0.605,0.092,1.336
0.862,0.124,1.130
0.954,0.131,0.155
0.674,0.077,-0.075
0.409,0.034,-0.330
0.151,-0.002,0.219
0.174,0.010,0.039
0.127,0.004,-0.149
0.030,-0.012,-1.013
-0.333,-0.071,-1.007
-0.570,-0.105,-1.302
-0.825,-0.136,-1.112
-0.921,-0.144,-0.166
-0.654,-0.092,0.036
-0.407,-0.054,0.255
-0.173,-0.022,-0.217
-0.184,-0.029,-0.025
-0.125,-0.022,0.148
-0.026,-0.006,0.986
0.330,0.052,1.007
0.569,0.085,1.278
0.818,0.117,1.067
0.904,0.124,0.135
0.634,0.071,-0.108
0.373,0.029,-0.360
0.117,-0.006,0.191
0.141,0.005,0.034
0.105,0.001,-0.138
0.020,-0.013,-0.965
-0.324,-0.069,-0.965
-0.548,-0.100,-1.276
-0.800,-0.133,-1.069
-0.890,-0.139,-0.143
-0.626,-0.089,0.067
-0.379,-0.050,0.250
-0.155,-0.020,-0.250
-0.184,-0.030,-0.064
-0.140,-0.025,0.148
-0.035,-0.007,1.021
0.336,0.053,1.045
0.587,0.089,1.296
0.836,0.120,1.042
0.906,0.124,0.092
0.621,0.069,-0.123
0.358,0.027,-0.326
0.118,-0.005,0.228
0.156,0.008,0.040
0.116,0.002,-0.165
0.017,-0.014,-1.033
-0.349,-0.073,-1.067
-0.601,-0.109,-1.383
-0.872,-0.143,-1.131
-0.959,-0.149,-0.200
-0.690,-0.098,0.019
-0.437,-0.058,0.196
-0.212,-0.027,-0.276
-0.230,-0.037,-0.059
-0.168,-0.028,0.126
-0.062,-0.011,0.996
0.310,0.049,1.017
0.560,0.085,1.272
0.810,0.116,0.997
0.875,0.119,0.114
0.608,0.067,-0.105
0.357,0.027,-0.305
0.125,-0.004,0.237
0.163,0.009,0.035
0.119,0.003,-0.164
0.020,-0.014,-1.015
-0.340,-0.072,-1.039
-0.585,-0.106,-1.346
-0.849,-0.140,-1.049
-0.915,-0.143,-0.147
-0.644,-0.091,0.041
-0.399,-0.053,0.187
-0.190,-0.025,-0.283
-0.219,-0.036,-0.060
-0.161,-0.027,0.170
-0.042,-0.007,1.044
0.340,0.054,1.043
0.588,0.089,1.317
0.844,0.121,1.014
0.902,0.123,0.119
0.627,0.069,-0.128
0.361,0.027,-0.345
0.114,-0.006,0.183
0.137,0.005,0.018
0.095,-0.001,-0.184
-0.003,-0.017,-1.027
-0.360,-0.074,-0.982
-0.576,-0.104,-1.282
-0.822,-0.135,-0.955
-0.864,-0.134,-0.060
-0.580,-0.081,0.128
-0.327,-0.042,0.259
-0.119,-0.015,-0.217
-0.149,-0.026,-0.056
-0.114,-0.022,0.138
-0.023,-0.006,0.952
0.319,0.049,0.940
0.539,0.080,1.214
0.776,0.110,0.875
0.809,0.109,-0.019
0.519,0.053,-0.270
0.241,0.010,-0.400
0.017,-0.020,0.173
0.070,-0.004,0.040
0.061,-0.004,-0.150
-0.013,-0.017,-0.978
-0.348,-0.072,-0.967
-0.565,-0.102,-1.306
-0.821,-0.135,-0.986
-0.876,-0.137,-0.141
-0.616,-0.087,0.055
-0.377,-0.050,0.169
-0.182,-0.024,-0.255
-0.204,-0.034,-0.004
-0.131,-0.023,0.222
-0.004,-0.002,1.046
0.365,0.057,1.014
0.594,0.089,1.296
0.841,0.120,0.976
0.887,0.120,0.126
0.620,0.069,-0.155
0.347,0.025,-0.295
0.122,-0.005,0.233
0.160,0.009,0.020
0.112,0.002,-0.214
-0.003,-0.017,-1.028
-0.361,-0.075,-1.008
-0.587,-0.106,-1.345
-0.850,-0.139,-1.011
-0.902,-0.140,-0.193
-0.651,-0.093,0.030
-0.408,-0.054,0.162
-0.206,-0.027,-0.269
-0.223,-0.036,0.003
-0.142,-0.024,0.243
-0.003,-0.001,1.083
0.379,0.060,1.046
0.616,0.092,1.331
0.866,0.124,0.967
0.900,0.122,0.147
0.636,0.071,-0.151
0.359,0.027,-0.302
0.127,-0.004,0.210
0.155,0.008,0.005
0.104,0.000,-0.229
-0.013,-0.019,-1.037
-0.369,-0.076,-1.009
-0.593,-0.107,-1.350
-0.856,-0.140,-0.980
-0.895,-0.139,-0.173
-0.639,-0.090,0.095
-0.377,-0.049,0.218
-0.165,-0.021,-0.234
-0.185,-0.031,-0.063
-0.140,-0.025,0.187
-0.022,-0.005,1.069
0.361,0.057,1.038
0.601,0.090,1.329
0.856,0.122,0.922
0.878,0.118,0.135
0.617,0.068,-0.120
0.358,0.027,-0.233
0.151,-0.000,0.264
0.189,0.013,0.035
0.135,0.005,-0.239
0.004,-0.017,-1.052
-0.365,-0.076,-1.044
-0.602,-0.109,-1.388
-0.874,-0.143,-0.982
-0.907,-0.141,-0.185
-0.651,-0.092,0.052
-0.400,-0.053,0.139
-0.208,-0.028,-0.299
-0.235,-0.039,-0.041
-0.164,-0.028,0.235
-0.021,-0.004,1.066
0.361,0.057,1.026
0.597,0.089,1.322
0.851,0.122,0.912
0.871,0.117,0.133
0.613,0.067,-0.147
0.345,0.026,-0.235
0.142,-0.001,0.255
0.180,0.012,0.054
0.137,0.005,-0.209
0.015,-0.015,-1.016
-0.344,-0.073,-0.986
-0.569,-0.103,-1.315
-0.828,-0.136,-0.890
-0.845,-0.132,-0.086
-0.576,-0.081,0.201
-0.300,-0.038,0.281
-0.093,-0.011,-0.158
-0.112,-0.021,0.017
-0.064,-0.014,0.234
0.044,0.004,0.959
0.365,0.055,0.910
0.558,0.082,1.228
0.793,0.112,0.790
0.792,0.105,0.043
0.529,0.055,-0.235
0.261,0.013,-0.325
0.056,-0.013,0.197
0.104,0.001,0.041
0.083,-0.001,-0.203
-0.017,-0.018,-0.964
-0.347,-0.072,-0.911
-0.543,-0.098,-1.285
-0.800,-0.132,-0.850
-0.814,-0.127,-0.123
-0.569,-0.080,0.150
-0.313,-0.041,0.183
-0.137,-0.018,-0.246
-0.171,-0.030,-0.029
-0.119,-0.021,0.246
0.012,0.000,1.059
0.380,0.059,1.027
0.609,0.091,1.343
0.866,0.124,0.866
0.864,0.116,0.142
0.610,0.067,-0.161
0.339,0.025,-0.192
0.153,0.001,0.322
0.211,0.017,0.123
0.181,0.012,-0.197
0.048,-0.010,-1.034
-0.329,-0.071,-1.018
-0.570,-0.104,-1.378
-0.851,-0.140,-0.907
-0.867,-0.135,-0.204
-0.631,-0.089,0.077
-0.379,-0.050,0.136
-0.196,-0.026,-0.267
-0.216,-0.036,-0.029
-0.148,-0.025,0.289
0.008,0.000,1.098
