28/10/2022 10:59:55.369245
Waveform Generator Sample Rate,1000Hz
Keithley Sample Rate,1000Hz
Search Coil Sample Rate,1000Hz
Waveform Generator,Keithley,Search Coil
-0.420,-0.044,-0.615
-0.487,-0.082,0.375
-0.180,-0.001,1.301
0.345,0.069,1.786
0.847,0.104,0.895
0.855,0.098,-0.105
0.504,0.013,-0.913
-0.001,-0.011,-0.347
-0.120,-0.009,0.788
0.204,0.023,0.962
0.470,0.060,0.907
0.616,0.064,-0.610
0.178,0.010,-1.079
-0.271,-0.081,-1.893
-0.841,-0.094,-0.810
-0.818,-0.076,0.443
-0.367,-0.028,0.654
-0.004,0.019,0.652
0.220,0.003,-0.925
-0.187,-0.014,-0.863
-0.422,-0.038,-0.617
-0.485,-0.049,0.658
-0.078,0.006,1.401
0.443,0.029,1.361
0.756,0.099,1.052
0.851,0.105,-0.195
0.479,0.041,-0.703
0.058,-0.008,-0.447
-0.123,-0.055,0.277
0.020,0.006,0.972
0.357,0.056,1.004
0.578,0.062,-0.745
0.106,0.002,-1.327
-0.403,-0.063,-1.798
-0.891,-0.107,-1.052
-0.943,-0.136,-0.195
-0.672,-0.057,0.596
-0.220,0.008,0.718
0.110,0.024,-0.447
-0.088,-0.005,-0.693
-0.307,-0.068,-1.167
-0.606,-0.057,0.709
-0.135,0.006,1.575
0.467,0.071,1.653
0.879,0.108,1.073
0.933,0.074,-0.636
0.372,0.035,-0.649
0.011,-0.000,-0.214
-0.066,-0.014,0.572
0.160,0.018,0.990
0.447,0.021,0.403
0.425,0.048,-0.599
0.061,0.003,-1.138
-0.363,-0.056,-1.605
-0.797,-0.095,-0.789
-0.790,-0.116,-0.075
-0.532,-0.042,0.626
-0.118,0.018,0.617
0.139,0.025,-0.590
-0.121,-0.006,-0.882
-0.390,-0.048,-0.915
-0.568,-0.056,0.822
-0.078,-0.032,1.050
0.318,0.058,1.720
0.809,0.112,1.145
0.919,0.103,-0.187
0.522,0.049,-0.488
0.156,-0.032,-0.875
-0.207,-0.026,0.625
0.090,0.024,1.048
0.427,0.051,0.774
0.544,0.064,-0.500
0.170,0.005,-1.474
-0.412,-0.063,-1.719
-0.874,-0.138,-1.540
-1.100,-0.117,0.140
-0.653,-0.049,0.702
-0.172,0.000,0.569
0.087,0.022,-0.318
-0.061,-0.036,-1.013
-0.397,-0.039,-0.729
-0.511,-0.077,0.288
-0.224,-0.005,1.341
0.330,0.072,1.935
0.892,0.110,1.104
0.956,0.115,0.012
0.615,0.057,-0.608
0.178,0.003,-0.456
-0.049,-0.044,0.103
0.027,-0.004,0.975
0.362,0.050,1.130
0.626,0.065,-0.524
0.214,0.015,-1.043
-0.231,-0.043,-1.689
-0.760,-0.084,-0.880
-0.796,-0.113,-0.111
-0.548,-0.043,0.591
-0.140,0.018,0.682
0.148,0.026,-0.573
-0.109,-0.008,-0.817
-0.363,-0.074,-1.249
-0.669,-0.064,0.750
-0.161,0.009,1.480
0.419,0.064,1.617
0.835,0.107,1.098
0.918,0.101,-0.222
0.509,0.047,-0.470
0.157,-0.001,-0.543
-0.093,-0.014,0.630
0.159,-0.014,0.505
0.285,0.030,0.865
0.483,0.054,-0.460
0.145,0.003,-1.271
-0.357,-0.056,-1.518
-0.767,-0.127,-1.395
-0.981,-0.103,0.228
-0.550,-0.077,0.110
-0.312,-0.010,0.607
0.013,0.027,-0.164
-0.050,-0.001,-0.829
-0.326,-0.036,-0.806
-0.494,-0.084,0.243
-0.231,-0.009,1.255
0.296,0.062,1.785
0.816,0.100,1.070
0.895,0.102,-0.192
0.503,0.043,-0.693
0.076,-0.010,-0.603
-0.166,-0.060,0.243
-0.021,-0.001,0.820
0.274,0.006,0.484
0.343,0.041,-0.410
0.075,0.010,-0.937
-0.284,-0.045,-1.538
-0.723,-0.085,-0.917
-0.787,-0.115,-0.046
-0.520,-0.041,0.652
-0.101,0.019,0.786
0.210,0.032,-0.593
-0.075,-0.003,-0.781
-0.325,-0.041,-1.064
-0.557,-0.049,0.669
-0.123,-0.029,0.694
0.167,0.039,1.486
0.630,0.087,1.079
0.780,0.087,-0.323
0.384,0.032,-0.628
0.020,-0.008,-0.586
-0.188,-0.030,0.511
0.060,0.008,0.983
0.384,0.045,0.909
0.562,0.059,-0.529
0.168,-0.027,-1.569
-0.448,-0.061,-1.693
-0.882,-0.094,-1.046
-0.927,-0.103,0.128
-0.548,-0.046,0.670
-0.114,-0.032,0.337
0.038,0.022,-0.422
-0.122,0.005,-0.534
-0.268,-0.030,-0.859
-0.472,-0.045,0.776
-0.032,-0.023,1.019
0.337,0.060,1.784
0.843,0.119,1.437
1.044,0.119,-0.091
0.635,0.067,-0.300
0.299,0.016,-0.822
-0.117,-0.014,0.491
0.101,0.023,0.969
0.408,0.051,0.920
0.583,0.063,-0.378
0.234,-0.016,-1.542
-0.396,-0.055,-1.589
-0.811,-0.086,-1.015
-0.874,-0.096,0.138
-0.510,-0.042,0.563
-0.128,0.003,0.583
0.122,0.024,-0.330
-0.044,-0.036,-1.084
-0.414,-0.042,-0.839
-0.556,-0.044,0.741
-0.094,0.002,1.225
0.371,0.061,1.797
0.864,0.074,0.792
0.830,0.097,-0.178
0.469,0.056,-0.428
0.150,-0.002,-0.689
-0.144,-0.020,0.620
0.126,0.010,0.849
0.380,0.047,1.109
0.626,0.033,-0.835
0.105,0.005,-1.193
-0.353,-0.043,-1.483
-0.749,-0.092,-1.242
-0.913,-0.099,0.201
-0.518,-0.080,0.203
-0.260,-0.006,0.626
0.052,0.028,-0.420
-0.113,-0.009,-0.841
-0.371,-0.038,-0.825
-0.525,-0.053,0.677
-0.096,0.005,1.662
0.520,0.041,1.571
0.883,0.117,1.428
1.067,0.136,0.123
0.726,0.072,-0.530
0.277,0.016,-0.477
0.007,-0.040,0.122
0.049,0.006,0.869
0.339,0.055,1.088
0.600,0.063,-0.529
0.196,0.018,-1.052
-0.246,-0.043,-1.624
-0.730,-0.087,-1.125
-0.862,-0.135,-0.125
-0.598,-0.050,0.557
-0.184,0.012,0.769
0.152,0.028,-0.447
-0.061,-0.001,-0.796
-0.325,-0.074,-1.226
-0.638,-0.061,0.515
-0.230,-0.004,1.052
0.234,0.040,1.571
0.701,0.095,1.249
0.885,0.098,-0.210
0.491,0.047,-0.395
0.173,-0.037,-0.944
-0.224,-0.027,0.498
0.035,0.015,1.027
0.385,0.048,1.026
0.606,0.066,-0.259
0.294,-0.016,-1.463
-0.333,-0.047,-1.535
-0.757,-0.119,-1.700
-1.080,-0.115,0.096
-0.656,-0.049,0.562
-0.220,-0.005,0.576
0.059,0.022,-0.293
-0.067,-0.004,-0.849
-0.345,-0.042,-0.902
-0.541,-0.086,0.125
-0.302,-0.017,1.360
0.288,0.060,1.906
0.853,0.108,1.311
1.004,0.115,0.002
0.637,0.028,-0.763
0.138,0.004,-0.688
-0.154,-0.053,0.059
-0.059,-0.014,0.890
0.277,0.043,1.224
0.604,0.065,-0.468
0.220,0.013,-1.129
-0.264,-0.076,-2.130
-0.921,-0.107,-1.203
-1.008,-0.104,0.376
-0.513,-0.046,0.448
-0.169,-0.001,0.712
0.135,0.025,-0.611
-0.124,-0.013,-0.807
-0.366,-0.039,-0.865
-0.538,-0.057,0.513
-0.164,-0.006,1.246
0.329,0.021,1.083
0.590,0.079,1.164
0.786,0.095,-0.136
0.453,0.041,-0.791
0.015,-0.008,-0.610
-0.202,-0.017,0.649
0.101,0.009,0.874
0.373,0.051,1.083
0.616,0.064,-0.426
0.241,0.016,-1.129
-0.249,-0.075,-1.845
-0.809,-0.095,-1.201
-0.941,-0.094,0.160
-0.536,-0.051,0.557
-0.146,0.004,0.791
0.178,-0.004,-0.754
-0.154,-0.007,-0.675
-0.335,-0.028,-0.652
-0.443,-0.043,0.520
-0.099,0.004,1.411
0.433,0.064,1.646
0.823,0.112,1.453
1.034,0.089,-0.370
0.531,0.058,-0.427
0.189,0.018,-0.508
-0.054,-0.015,0.435
0.120,0.011,0.876
0.382,0.015,0.540
0.431,0.049,-0.454
0.116,0.015,-1.067
-0.304,-0.049,-1.688
-0.789,-0.094,-1.283
-0.954,-0.106,0.088
-0.580,-0.055,0.515
-0.194,-0.034,0.335
-0.008,0.016,-0.286
-0.105,0.008,-0.545
-0.261,-0.029,-0.952
-0.501,-0.049,0.552
-0.129,-0.034,0.646
0.145,0.035,1.666
0.680,0.096,1.539
0.973,0.111,-0.140
0.572,0.058,-0.337
0.241,-0.023,-1.020
-0.204,-0.026,0.473
0.034,0.014,0.985
0.377,0.045,1.060
0.612,0.070,-0.216
0.314,0.024,-1.157
-0.209,-0.038,-1.524
-0.674,-0.078,-1.252
-0.866,-0.097,0.208
-0.480,-0.041,0.657
-0.076,0.009,0.664
0.182,0.030,-0.355
-0.014,-0.029,-1.231
-0.445,-0.048,-0.994
-0.631,-0.051,0.781
-0.127,-0.000,1.325
0.386,0.066,1.886
0.909,0.112,1.420
1.079,0.122,0.035
0.698,0.076,-0.571
0.252,0.006,-0.665
-0.070,-0.012,0.636
0.179,0.013,0.797
0.397,0.049,1.048
0.619,0.026,-0.871
0.085,0.005,-1.285
-0.404,-0.087,-2.202
-1.035,-0.121,-1.445
-1.166,-0.119,0.199
-0.676,-0.065,0.423
-0.283,-0.012,0.780
0.089,0.030,-0.280
-0.041,-0.001,-0.741
-0.290,-0.031,-0.821
-0.473,-0.092,0.210
-0.231,-0.008,1.160
0.258,0.017,1.071
0.542,0.078,1.323
0.811,0.108,0.163
0.576,0.059,-0.453
0.208,0.009,-0.570
-0.070,-0.050,0.131
0.000,0.003,0.899
0.320,0.053,1.221
0.632,0.068,-0.342
0.283,0.025,-0.859
-0.125,-0.029,-1.584
-0.638,-0.082,-1.294
-0.865,-0.130,-0.248
-0.640,-0.057,0.425
-0.262,-0.002,0.594
0.048,0.013,-0.404
-0.113,-0.003,-0.726
-0.329,-0.042,-1.100
-0.597,-0.064,0.403
-0.244,-0.012,1.074
0.230,0.038,1.615
0.714,0.094,1.540
0.995,0.112,-0.053
0.616,0.061,-0.415
0.243,-0.025,-1.011
-0.201,-0.027,0.363
-0.003,-0.032,0.427
0.150,0.026,1.084
0.477,0.064,-0.219
0.226,0.016,-1.198
-0.279,-0.045,-1.552
-0.730,-0.123,-1.754
-1.083,-0.117,0.091
-0.659,-0.051,0.625
-0.201,-0.003,0.686
0.110,0.027,-0.222
-0.010,0.004,-0.824
-0.298,-0.035,-0.822
-0.483,-0.080,0.013
-0.303,-0.018,1.143
0.211,0.050,1.711
0.737,0.096,1.365
0.949,0.110,-0.014
0.597,0.064,-0.591
0.181,-0.000,-0.696
-0.128,-0.020,0.469
0.084,0.004,0.763
0.323,0.041,1.041
0.570,0.059,-0.421
0.217,0.023,-1.018
-0.223,-0.068,-1.796
-0.775,-0.088,-1.208
-0.916,-0.086,0.382
-0.451,-0.039,0.498
-0.111,0.008,0.831
0.215,0.005,-0.610
-0.079,0.002,-0.710
-0.300,-0.022,-0.809
-0.475,-0.049,0.291
-0.199,-0.008,1.145
0.275,0.044,1.468
0.693,0.090,1.513
0.967,0.079,-0.509
0.439,0.045,-0.469
0.116,0.003,-0.674
-0.162,-0.027,0.332
0.014,-0.002,0.933
0.333,0.011,0.616
0.426,0.048,-0.344
0.151,0.018,-1.060
-0.278,-0.046,-1.698
-0.778,-0.095,-1.515
-1.030,-0.119,-0.096
-0.692,-0.067,0.594
-0.234,-0.053,0.516
0.026,0.022,-0.204
-0.056,0.014,-0.609
-0.250,-0.029,-0.881
-0.467,-0.043,0.655
-0.068,0.003,1.054
0.328,0.061,1.725
0.814,0.077,1.082
0.899,0.110,0.028
0.585,0.074,-0.245
0.289,0.016,-0.783
-0.089,-0.013,0.456
0.104,0.006,0.753
0.333,0.040,1.053
0.576,0.030,-0.577
0.171,0.005,-0.956
-0.229,-0.035,-1.334
-0.618,-0.081,-1.441
-0.900,-0.101,0.123
-0.536,-0.086,0.164
-0.286,-0.008,0.691
0.055,-0.011,-0.730
-0.223,-0.014,-0.737
-0.401,-0.034,-0.797
-0.538,-0.054,0.301
-0.237,-0.015,1.162
0.254,0.012,1.169
0.572,0.081,1.576
0.919,0.119,0.293
0.691,0.071,-0.489
0.268,0.015,-0.706
-0.077,-0.021,0.187
0.018,-0.004,0.789
0.285,0.003,0.592
0.389,0.044,-0.307
0.140,0.020,-0.919
-0.234,-0.040,-1.561
-0.701,-0.088,-1.454
-0.963,-0.140,-0.463
-0.779,-0.074,0.480
-0.326,-0.006,0.988
0.135,0.028,-0.251
-0.004,0.008,-0.671
-0.242,-0.029,-1.161
-0.564,-0.049,0.370
-0.231,-0.041,0.758
0.120,0.036,1.758
0.697,0.103,1.770
1.065,0.124,0.070
0.705,0.073,-0.358
0.318,0.025,-0.813
-0.073,-0.022,0.276
0.051,0.004,0.919
0.356,0.042,0.902
0.543,0.058,-0.188
0.275,-0.010,-1.377
-0.310,-0.044,-1.517
-0.734,-0.082,-1.448
-0.973,-0.109,-0.013
-0.626,-0.056,0.554
-0.205,-0.005,0.719
0.119,0.024,-0.201
-0.002,-0.005,-1.061
-0.371,-0.048,-0.976
-0.579,-0.055,0.362
-0.244,-0.019,0.961
0.183,0.035,1.510
0.647,0.045,1.201
0.827,0.102,-0.022
0.517,0.021,-0.808
0.044,-0.005,-0.720
-0.221,-0.020,0.501
0.035,0.001,0.839
0.320,0.041,1.156
0.604,0.032,-0.538
0.195,0.017,-0.936
-0.205,-0.024,-1.321
-0.596,-0.078,-1.573
-0.933,-0.103,0.003
-0.595,-0.096,0.066
-0.363,-0.015,0.740
0.023,-0.013,-0.725
-0.242,-0.015,-0.749
-0.418,-0.041,-0.850
-0.566,-0.059,0.275
-0.249,-0.007,1.199
0.265,0.061,1.817
0.810,0.107,1.674
1.104,0.130,0.236
0.788,0.042,-0.673
0.261,0.019,-0.791
-0.112,-0.051,-0.311
-0.177,-0.020,0.741
0.150,0.031,1.038
0.459,0.048,-0.188
0.227,0.021,-0.814
-0.148,-0.064,-1.744
-0.711,-0.084,-1.404
-0.946,-0.095,0.169
-0.545,-0.050,0.486
-0.176,0.001,0.946
0.213,0.005,-0.645
-0.093,-0.001,-0.791
-0.337,-0.027,-0.922
-0.539,-0.057,0.110
-0.304,-0.020,1.167
0.215,-0.003,1.214
0.562,0.084,1.513
0.891,0.118,0.170
0.630,0.064,-0.490
0.229,0.010,-0.714
-0.107,-0.054,-0.119
-0.110,-0.013,0.813
0.217,0.040,1.143
0.540,0.057,-0.204
0.272,0.026,-0.933
-0.156,-0.033,-1.536
-0.641,-0.082,-1.370
-0.891,-0.103,-0.086
-0.599,-0.059,0.476
-0.220,-0.039,0.484
0.034,0.011,-0.189
-0.046,0.004,-0.491
-0.205,-0.028,-1.032
-0.494,-0.053,0.330
-0.203,-0.043,0.731
0.128,0.034,1.698
0.682,0.104,1.847
1.083,0.125,0.197
0.762,0.082,-0.142
0.436,-0.010,-1.050
-0.096,-0.015,0.261
0.035,0.013,0.902
0.342,0.041,0.965
0.558,0.062,-0.085
0.322,-0.006,-1.331
-0.265,-0.040,-1.512
-0.702,-0.078,-1.409
-0.942,-0.105,-0.074
-0.627,-0.058,0.442
-0.245,-0.010,0.746
0.104,0.024,-0.132
0.014,-0.024,-1.121
-0.388,-0.039,-0.981
-0.589,-0.049,0.341
-0.256,-0.016,1.016
0.195,0.039,1.648
0.700,0.064,1.234
0.878,0.106,0.119
0.605,0.073,-0.225
0.307,0.017,-0.857
-0.104,-0.020,0.253
0.023,-0.003,0.734
0.274,0.034,1.059
0.542,0.025,-0.450
0.186,0.018,-0.910
-0.201,-0.023,-1.326
-0.596,-0.078,-1.549
-0.924,-0.102,-0.031
-0.606,-0.089,0.038
-0.373,-0.019,0.833
0.055,0.032,-0.011
0.030,0.011,-0.700
-0.228,-0.022,-0.903
-0.463,-0.050,0.160
-0.238,-0.014,1.280
0.297,0.014,1.398
0.680,0.097,1.748
1.049,0.136,0.425
0.822,0.087,-0.276
0.428,0.035,-0.561
0.077,-0.003,0.030
0.070,0.011,0.857
0.345,0.015,0.617
0.437,0.052,-0.147
0.229,0.030,-0.966
-0.195,-0.036,-1.640
-0.704,-0.088,-1.519
-0.984,-0.153,-0.497
-0.807,-0.076,0.303
-0.407,-0.013,0.852
0.039,0.017,-0.173
-0.038,0.005,-0.576
-0.233,-0.060,-1.258
-0.592,-0.057,0.167
-0.318,-0.016,0.956
0.136,0.030,1.513
0.619,0.090,1.618
0.962,0.108,0.104
0.650,0.068,-0.214
0.339,-0.016,-1.066
-0.162,-0.023,0.190
-0.033,0.004,0.962
0.318,0.040,1.125
0.598,0.067,0.193
0.445,0.011,-1.226
-0.150,-0.026,-1.385
-0.583,-0.066,-1.333
-0.841,-0.095,-0.137
-0.585,-0.056,0.440
-0.219,-0.009,0.497
0.037,0.023,-0.077
-0.009,-0.019,-1.032
-0.360,-0.046,-1.055
-0.600,-0.062,0.215
-0.310,-0.058,0.801
0.081,0.032,1.720
0.659,0.105,1.920
1.096,0.128,0.274
0.798,0.088,-0.217
0.433,0.030,-0.796
-0.002,-0.012,0.175
0.058,-0.032,0.473
0.204,0.030,0.984
0.476,0.063,0.029
0.315,0.026,-1.029
-0.163,-0.030,-1.473
-0.629,-0.117,-2.082
-1.135,-0.123,-0.167
-0.782,-0.071,0.559
-0.304,-0.017,0.671
0.039,0.017,-0.092
-0.015,-0.026,-1.198
-0.434,-0.046,-1.035
-0.639,-0.053,0.298
-0.302,-0.024,0.848
0.105,0.029,1.546
0.607,0.050,1.115
0.776,0.096,0.188
0.563,0.065,-0.224
0.280,0.016,-0.730
-0.078,-0.018,0.228
0.027,-0.032,0.372
0.148,0.025,1.030
0.457,0.062,0.111
0.331,0.030,-0.904
-0.109,-0.020,-1.398
-0.564,-0.076,-1.566
-0.909,-0.100,-0.028
-0.595,-0.092,0.067
-0.355,-0.016,0.848
0.071,0.032,0.056
0.064,0.014,-0.695
-0.205,-0.023,-0.877
-0.445,-0.076,-0.370
-0.412,-0.033,0.971
0.080,0.038,1.691
0.646,0.088,1.594
0.972,0.118,0.501
0.796,0.083,-0.353
0.384,0.026,-0.671
0.006,-0.042,-0.340
-0.114,-0.014,0.813
0.216,0.036,1.162
0.546,0.060,0.027
0.357,0.033,-0.885
-0.090,-0.057,-1.856
-0.714,-0.088,-1.680
-1.050,-0.146,-0.618
-0.875,-0.093,0.298
-0.454,-0.021,1.075
0.085,0.022,-0.007
0.049,0.017,-0.504
-0.149,-0.018,-1.058
-0.448,-0.038,0.113
-0.243,-0.003,1.170
0.260,0.045,1.590
0.727,0.102,1.820
1.102,0.126,0.195
0.773,0.081,-0.274
0.392,-0.005,-1.089
-0.131,-0.021,0.082
-0.057,-0.002,0.607
0.189,0.022,1.012
0.475,0.060,0.210
0.375,0.034,-0.904
-0.080,-0.022,-1.446
-0.567,-0.083,-1.863
-1.009,-0.118,-0.162
-0.701,-0.065,0.585
-0.241,-0.010,0.830
0.136,0.029,0.033
0.095,0.016,-0.701
-0.188,-0.023,-0.843
-0.421,-0.077,-0.337
-0.387,-0.030,0.972
0.097,0.039,1.654
0.644,0.088,1.604
0.974,0.117,0.510
0.801,0.048,-0.579
0.302,0.025,-0.684
-0.049,-0.043,-0.346
-0.115,-0.023,0.759
0.194,0.033,1.133
0.520,0.053,-0.015
0.325,0.031,-0.887
-0.107,-0.029,-1.696
-0.668,-0.092,-1.778
-1.058,-0.122,-0.702
-0.916,-0.100,0.252
-0.498,-0.036,0.910
-0.001,0.012,-0.035
-0.016,0.005,-0.584
-0.223,-0.057,-1.236
-0.578,-0.055,0.020
-0.364,-0.030,0.728
0.032,0.015,1.514
0.554,0.089,1.951
1.037,0.119,0.312
0.770,0.083,-0.251
0.398,-0.006,-1.121
-0.139,-0.023,0.123
-0.042,0.005,1.081
0.355,0.043,1.035
0.591,0.067,0.276
0.472,0.006,-1.126
-0.100,-0.017,-1.421
-0.568,-0.105,-2.142
-1.116,-0.121,-0.253
-0.799,-0.069,0.546
-0.319,-0.017,0.665
0.028,0.018,-0.040
-0.003,-0.024,-1.299
-0.463,-0.050,-0.989
-0.642,-0.061,0.035
-0.397,-0.035,0.934
0.074,0.025,1.544
0.586,0.052,1.246
0.809,0.100,0.278
0.615,0.076,-0.358
0.267,0.014,-0.846
-0.127,-0.023,0.147
-0.029,-0.010,0.714
0.234,0.029,1.088
0.529,0.066,0.187
0.404,0.036,-0.935
-0.073,-0.020,-1.329
-0.521,-0.107,-2.043
-1.052,-0.116,-0.401
-0.811,-0.071,0.427
-0.368,-0.025,0.663
-0.003,0.016,0.083
0.024,0.008,-0.766
-0.257,-0.031,-0.898
-0.486,-0.042,-0.245
-0.388,-0.038,0.993
0.101,0.028,1.656
0.643,0.055,1.423
0.909,0.112,0.509
0.761,0.093,-0.060
0.465,0.038,-0.754
0.033,-0.007,0.105
0.060,0.001,0.617
0.238,0.038,1.052
0.519,0.029,-0.152
0.277,0.032,-0.760
-0.090,-0.005,-1.153
-0.464,-0.063,-1.612
-0.863,-0.095,-0.226
-0.634,-0.097,-0.038
-0.420,-0.024,0.841
0.029,0.032,0.285
0.116,0.020,-0.754
-0.193,-0.020,-0.905
-0.443,-0.048,-0.302
-0.425,-0.030,0.868
0.032,-0.011,1.028
0.383,0.065,1.662
0.830,0.112,0.553
0.725,0.078,-0.388
0.326,0.023,-0.730
-0.053,-0.050,-0.388
-0.169,-0.019,0.861
0.198,0.038,1.260
0.569,0.064,0.230
0.444,0.046,-0.776
0.008,-0.014,-1.514
-0.530,-0.075,-1.726
-0.950,-0.141,-0.788
-0.883,-0.089,0.350
-0.440,-0.019,0.985
0.063,0.022,0.035
0.051,0.014,-0.605
-0.187,-0.054,-1.349
-0.595,-0.059,-0.003
-0.377,-0.020,1.353
0.234,0.043,1.628
0.723,0.101,1.961
1.149,0.132,0.436
0.890,0.104,-0.242
0.482,0.011,-1.146
-0.095,-0.018,-0.019
-0.062,0.001,0.982
0.308,0.037,1.036
0.561,0.064,0.316
0.464,0.014,-1.224
-0.135,-0.023,-1.378
-0.571,-0.066,-1.469
-0.880,-0.100,-0.440
-0.716,-0.071,0.332
-0.341,-0.023,0.575
-0.027,0.019,0.029
-0.012,-0.021,-1.126
-0.406,-0.039,-0.938
-0.588,-0.050,-0.059
-0.396,-0.035,0.862
0.051,0.022,1.526
0.565,0.050,1.327
0.826,0.102,0.499
0.704,0.088,-0.097
0.415,0.032,-0.828
-0.026,-0.013,0.042
0.001,-0.008,0.682
0.241,0.029,0.994
0.499,0.021,-0.120
0.273,0.027,-0.885
-0.138,-0.017,-1.393
-0.577,-0.080,-1.733
-0.977,-0.110,-0.403
-0.767,-0.083,0.196
-0.433,-0.024,0.783
-0.006,-0.011,-0.262
-0.094,-0.006,-0.707
-0.310,-0.029,-0.872
-0.506,-0.054,-0.228
-0.402,-0.034,1.093
0.127,0.028,1.592
0.602,0.095,1.970
1.075,0.138,0.661
0.923,0.101,-0.224
0.511,0.045,-0.655
0.093,-0.038,-0.446
-0.095,-0.012,0.704
0.190,0.036,1.142
0.523,0.058,0.237
0.416,0.042,-0.778
-0.013,-0.050,-1.841
-0.660,-0.084,-1.730
-1.031,-0.107,-0.372
-0.785,-0.083,0.259
-0.411,-0.027,0.808
0.017,-0.018,-0.260
-0.085,0.002,-0.709
-0.303,-0.024,-0.857
-0.495,-0.052,-0.246
-0.401,-0.034,1.022
0.099,-0.005,1.130
0.461,0.075,1.751
0.910,0.120,0.584
0.786,0.085,-0.344
0.380,0.032,-0.793
-0.036,-0.020,-0.180
-0.083,-0.016,0.811
0.227,-0.005,0.530
0.330,0.041,0.375
0.342,0.039,-0.680
-0.023,-0.014,-1.539
-0.559,-0.068,-1.508
-0.890,-0.088,-0.357
-0.685,-0.071,0.423
-0.288,-0.008,0.980
0.159,0.032,0.143
0.149,0.027,-0.468
-0.071,-0.010,-1.133
-0.420,-0.038,-0.311
-0.375,-0.022,0.922
0.089,0.025,1.490
0.582,0.087,1.948
1.056,0.123,0.373
0.805,0.095,-0.203
0.441,0.009,-1.228
-0.150,-0.025,-0.185
-0.157,-0.012,0.764
0.170,0.020,0.906
0.427,0.052,0.438
0.424,-0.003,-1.095
-0.120,-0.019,-1.369
-0.558,-0.062,-1.516
-0.889,-0.102,-0.512
-0.746,-0.077,0.421
-0.333,-0.052,0.443
-0.058,0.013,0.197
0.033,0.024,-0.423
-0.131,-0.013,-0.932
-0.412,-0.042,-0.246
-0.348,-0.032,0.679
0.039,0.028,1.460
0.537,0.050,1.179
0.755,0.096,0.478
0.652,0.079,-0.210
0.342,0.025,-0.825
-0.073,-0.021,-0.052
-0.067,-0.002,0.597
0.176,0.018,1.050
0.481,0.059,0.589
0.511,0.050,-0.779
0.050,-0.006,-1.303
-0.432,-0.097,-1.920
-0.953,-0.104,-0.463
-0.773,-0.108,0.102
-0.446,-0.037,0.760
-0.019,0.018,0.278
0.081,0.015,-0.706
-0.197,-0.022,-0.857
-0.433,-0.076,-0.473
-0.436,-0.045,0.956
0.057,0.028,1.697
0.632,0.086,1.740
1.014,0.122,0.768
0.917,0.098,-0.279
0.487,0.039,-0.735
0.048,-0.040,-0.627
-0.188,-0.025,0.688
0.124,0.023,1.115
0.470,0.053,0.378
0.431,0.042,-0.830
-0.018,-0.006,-1.414
-0.510,-0.075,-1.761
-0.946,-0.108,-0.546
-0.797,-0.086,0.192
-0.442,-0.035,0.691
-0.044,-0.022,-0.215
-0.109,0.001,-0.579
-0.273,-0.014,-0.673
-0.411,-0.044,-0.406
-0.403,-0.036,0.933
0.066,-0.012,1.072
0.420,0.070,1.786
0.896,0.123,0.910
0.894,0.099,-0.265
0.478,0.045,-0.554
0.110,-0.003,-0.248
-0.014,-0.007,0.765
0.260,-0.006,0.732
0.421,0.055,0.509
0.443,0.058,-0.883
-0.020,-0.016,-1.448
-0.525,-0.070,-1.699
-0.933,-0.109,-0.805
-0.902,-0.089,0.356
-0.453,-0.025,0.675
-0.049,0.010,0.191
0.033,0.017,-0.557
-0.177,-0.020,-0.924
-0.440,-0.047,-0.390
-0.417,-0.042,0.676
-0.037,0.018,1.600
0.537,0.051,1.388
0.830,0.106,0.781
0.807,0.100,-0.077
0.487,0.042,-0.746
0.049,-0.008,-0.101
-0.006,-0.037,0.244
0.083,0.013,0.936
0.385,0.055,0.611
0.458,0.046,-0.948
-0.042,-0.016,-1.466
-0.546,-0.080,-1.930
-1.028,-0.122,-0.709
-0.911,-0.129,-0.285
-0.696,-0.066,0.681
-0.207,-0.004,0.325
-0.022,-0.030,-0.832
-0.314,-0.026,-0.758
-0.467,-0.037,-0.234
-0.379,-0.034,0.913
0.079,0.028,1.534
0.592,0.082,1.720
0.981,0.116,0.683
0.866,0.092,-0.488
0.381,0.037,-0.631
0.019,-0.040,-0.644
-0.213,-0.024,0.740
0.127,0.024,1.107
0.471,0.056,0.583
0.504,0.052,-0.562
0.119,-0.026,-1.479
-0.439,-0.068,-1.632
-0.854,-0.093,-0.456
-0.705,-0.076,0.281
-0.352,-0.021,0.919
0.097,0.025,0.064
0.097,0.026,-0.593
-0.147,-0.002,-0.861
-0.395,-0.043,-0.557
-0.446,-0.042,0.898
0.027,-0.016,1.178
0.430,0.071,1.797
0.902,0.119,0.669
0.819,0.089,-0.229
0.442,0.044,-0.608
0.068,-0.007,-0.219
-0.030,-0.006,0.925
0.306,0.033,0.967
0.536,0.062,0.642
0.561,0.023,-1.294
-0.100,-0.021,-1.502
-0.592,-0.073,-1.703
-0.978,-0.115,-0.852
-0.923,-0.100,0.324
-0.482,-0.073,0.321
-0.196,-0.001,0.304
-0.025,0.018,-0.703
-0.257,-0.030,-0.844
-0.462,-0.041,-0.243
-0.381,-0.037,0.805
0.040,0.019,1.482
0.543,0.045,1.308
0.805,0.101,0.744
0.776,0.096,-0.117
0.455,0.038,-0.740
